Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
A7E1Z1,TM215_MOUSE,Transmembrane protein 215,Mus musculus (Mouse),integral component of membrane IEA,GO:0016021,,,,," Transmembrane, Membrane,  Transmembrane helix,  Reference proteome"
B0QZF7,PRCA1_MOUSE,Protein PROCA1,Mus musculus (Mouse),mitochondrion ISS,GO:0005739,cyclin binding ISO,GO:0030332,"mitochondrial electron transport, cytochrome c to oxygen ISS, mitochondrion organization ISS, mitochondrial protein catabolic process ISS","GO:0035694, GO:0007005, GO:0006123","Phosphoprotein,  Reference proteome"
B1AS29,FT,"Glutamate receptor ionotropic, kainate 3",Mus musculus (Mouse),"dendrite ISO, perikaryon ISO, kainate selective glutamate receptor complex IBA, dendrite cytoplasm ISO, axon ISO, postsynaptic membrane IBA, plasma membrane IDA, presynaptic membrane IBA, terminal bouton ISO, integral component of plasma membrane ISO","GO:0005887, GO:0030425, GO:0045211, GO:0043195, GO:0030424, GO:0032983, GO:0032839, GO:0042734, GO:0005886, GO:0043204","ligand-gated ion channel activity IBA, glutamate receptor activity ISO, adenylate cyclase inhibiting G protein-coupled glutamate receptor activity ISO, transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential IBA, ionotropic glutamate receptor activity ISS, kainate selective glutamate receptor activity ISO, signaling receptor activity IBA","GO:0015277, GO:1904315, GO:0038023, GO:0015276, GO:0001640, GO:0008066, GO:0004970","negative regulation of synaptic transmission, glutamatergic ISO, synaptic transmission, glutamatergic IBA, regulation of membrane potential ISO, G protein-coupled glutamate receptor signaling pathway ISO, glutamate receptor signaling pathway ISO, modulation of chemical synaptic transmission IBA","GO:0050804, GO:0035249, GO:0051967, GO:0007216, GO:0007215, GO:0042391"," Glycoprotein, Ion transport, Phosphoprotein, Cell junction,  Cell membrane,  Disulfide bond,  Postsynaptic cell membrane,  Synapse,  Ligand-gated ion channel,  Ion channel,  Isopeptide bond,  Transmembrane, Ubl conjugation,  Receptor,  Reference proteome, Signal,  Transmembrane helix,  Membrane,  Transport"
B2RR83,YTDC2_MOUSE,3'-5' RNA helicase YTHDC2 {ECO:0000305},Mus musculus (Mouse),"endoplasmic reticulum ISO, ribonucleoprotein granule IDA, nucleus IBA, cytoplasm IDA","GO:0005737, GO:0005634, GO:0035770, GO:0005783","RNA-dependent ATPase activity ISO, RNA polymerase binding ISO, 3'-5' RNA helicase activity IDA, RNA binding IDA, ATP binding IEA, N6-methyladenosine-containing RNA binding IDA","GO:0008186, GO:0034458, GO:0005524, GO:1990247, GO:0003723, GO:0070063","germline cell cycle switching, mitotic to meiotic cell cycle IMP, oocyte development IMP, positive regulation by host of viral genome replication ISO, spermatid development IMP, response to interleukin-1 ISO, response to tumor necrosis factor ISO, meiotic cell cycle IEA","GO:0048599, GO:0034612, GO:0051321, GO:0044829, GO:0007286, GO:0051729, GO:0070555"," Hydrolase,  RNA-binding, Meiosis,  Cytoplasm,  Differentiation, ANK repeat,  ATP-binding,  Helicase,  Phosphoprotein,  Nucleotide-binding,  Reference proteome, Repeat,  Spermatogenesis,  Oogenesis"
B2RXC5,ZN382_MOUSE,Zinc finger protein 382,Mus musculus (Mouse),"nuclear chromatin IBA, nucleus ISO","GO:0000790, GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding IBA, metal ion binding IEA, DNA-binding transcription factor activity IBA, DNA-binding transcription repressor activity, RNA polymerase II-specific ISO, sequence-specific DNA binding ISO","GO:0043565, GO:0000978, GO:0003700, GO:0001227, GO:0046872","regulation of transcription by RNA polymerase II IBA, negative regulation of transcription, DNA-templated ISO, negative regulation of transcription by RNA polymerase II ISO","GO:0000122, GO:0006357, GO:0045892"," Nucleus,  Repressor,  Metal-binding, Transcription,  Repeat,  Transcription regulation,  Zinc,  Zinc-finger,  Reference proteome, DNA-binding"
B7ZCC9,FT,Adhesion G-protein coupled receptor G4,Mus musculus (Mouse),integral component of plasma membrane IBA,GO:0005887,G protein-coupled receptor activity IBA,GO:0004930,"adenylate cyclase-activating G protein-coupled receptor signaling pathway IBA, cell surface receptor signaling pathway IEA","GO:0007166, GO:0007189"," G-protein coupled receptor, Transmembrane,  Transducer, Glycoprotein,  Disulfide bond, Alternative splicing,  Signal,  Receptor,  Reference proteome,  Transmembrane helix,  Membrane"
B8JK39,FT,Integrin alpha-9 {ECO:0000305},Mus musculus (Mouse),"membrane ISO, integrin alpha9-beta1 complex ISO, basal plasma membrane IDA","GO:0016020, GO:0034679, GO:0009925","metal ion binding IEA, collagen binding ISO, laminin binding ISO","GO:0046872, GO:0043236, GO:0005518","cell adhesion ISO, neutrophil chemotaxis IGI, integrin-mediated signaling pathway IEA, wound healing IEA","GO:0007155, GO:0007229, GO:0030593, GO:0042060"," Glycoprotein,  Integrin,  Disulfide bond,  Repeat,  Transmembrane, Metal-binding,  Signal, Transmembrane helix, Calcium,  Cell adhesion,  Receptor,  Reference proteome,  Membrane"
D3YZV8,CCDC8_MOUSE,Coiled-coil domain-containing protein 8 homolog,Mus musculus (Mouse),"cytoplasm ISS, plasma membrane ISO, 3M complex ISS, cytosol ISO, nucleoplasm ISO, centrosome ISS","GO:1990393, GO:0005654, GO:0005813, GO:0005737, GO:0005829, GO:0005886",,,"microtubule cytoskeleton organization ISS, negative regulation of phosphatase activity ISO, regulation of mitotic nuclear division ISS","GO:0010923, GO:0000226, GO:0007088","Cytoplasm,  Phosphoprotein,  Cytoskeleton,  Reference proteome"
E9PYL2,PRR12_MOUSE,Proline-rich protein 12,Mus musculus (Mouse),"neuron projection IEA, nucleus IEA, postsynaptic density IEA","GO:0043005, GO:0005634, GO:0014069",DNA binding IEA,GO:0003677,,,"Reference proteome,  DNA-binding,  Cell junction,  Nucleus,  Synaptosome, Acetylation,  Synapse,  Phosphoprotein"
E9Q6B2,CC85C_MOUSE,Coiled-coil domain-containing protein 85C,Mus musculus (Mouse),"bicellular tight junction IEA, apical junction complex IDA, adherens junction IEA","GO:0043296, GO:0005912, GO:0005923",,,cerebral cortex development IMP,GO:0021987,"Phosphoprotein,  Cell junction,  Coiled coil, Acetylation,  Tight junction,  Reference proteome,  Developmental protein"
E9Q6J5,BD1L1_MOUSE,Biorientation of chromosomes in cell division protein 1-like 1 {ECO:0000305},Mus musculus (Mouse),"spindle microtubule IBA, spindle pole IBA, condensed chromosome outer kinetochore IBA, nucleoplasm ISO, centrosome IBA","GO:0005654, GO:0000922, GO:0000940, GO:0005813, GO:0005876","DNA binding IEA, protein phosphatase inhibitor activity IBA, protein phosphatase 2A binding IBA","GO:0003677, GO:0004864, GO:0051721","cellular response to DNA damage stimulus ISS, DNA repair IEA, negative regulation of phosphoprotein phosphatase activity IBA, replication fork processing ISS","GO:0006281, GO:0031297, GO:0032515, GO:0006974","Acetylation,  DNA repair,  DNA damage,  Isopeptide bond,  Phosphoprotein,  Alternative splicing,  Reference proteome, DNA-binding,  Chromosome, Ubl conjugation"
O09106,HDAC1_MOUSE,Histone deacetylase 1,Mus musculus (Mouse),"cytoplasm TAS, nuclear chromatin IDA, histone deacetylase complex IPI, neuron projection ISO, neuronal cell body IDA, nucleoplasm ISO, NuRD complex IDA, transcription regulator complex IDA, heterochromatin IDA, nucleus IDA, protein-containing complex IDA, perinuclear region of cytoplasm ISO, cytosol ISO, chromatin ISO, transcription repressor complex IPI, Sin3 complex ISO","GO:0000792, GO:0043025, GO:0005654, GO:0005667, GO:0000118, GO:0017053, GO:0005634, GO:0043005, GO:0005737, GO:0016581, GO:0048471, GO:0016580, GO:0032991, GO:0000785, GO:0005829, GO:0000790","protein deacetylase activity ISO, DNA binding IDA, histone deacetylase activity IDA, RNA polymerase II repressing transcription factor binding IPI, promoter-specific chromatin binding IDA, transcription factor binding IPI, enzyme binding ISO, p53 binding ISO, NF-kappaB binding ISO, protein N-terminus binding ISO, RNA polymerase II transcription factor binding ISO, activating transcription factor binding ISO, deacetylase activity IDA, chromatin binding IDA, Krueppel-associated box domain binding IPI, transcription corepressor activity IDA, repressing transcription factor binding ISO, NAD-dependent histone deacetylase activity (H3-K14 specific) IEA, RNA polymerase II cis-regulatory region sequence-specific DNA binding ISO, protein-containing complex binding ISO, RNA polymerase II core promoter sequence-specific DNA binding ISO, histone deacetylase binding ISO, transcription regulatory region sequence-specific DNA binding IDA, core promoter sequence-specific DNA binding ISO, E-box binding IDA","GO:1990841, GO:0004407, GO:0001046, GO:0002039, GO:0000979, GO:0019899, GO:0000976, GO:0008134, GO:0003682, GO:0019213, GO:0001103, GO:0042826, GO:0047485, GO:0000978, GO:0033558, GO:0032041, GO:0044877, GO:0003714, GO:0003677, GO:0070888, GO:0051059, GO:0001085, GO:0033613, GO:0070491, GO:0035851","cellular response to oxidative stress ISO, chromatin organization TAS, negative regulation of canonical Wnt signaling pathway IGI, negative regulation of apoptotic process IGI, positive regulation of receptor biosynthetic process ISO, positive regulation of tumor necrosis factor production ISO, negative regulation of I-kappaB kinase/NF-kappaB signaling IGI, positive regulation of chemokine (C-X-C motif) ligand 2 production ISO, positive regulation of type B pancreatic cell apoptotic process ISO, protein deacetylation ISO, hippocampus development IGI, negative regulation of cell population proliferation ISO, response to caffeine IEA, cellular response to tumor necrosis factor IEA, positive regulation of tyrosine phosphorylation of STAT protein ISO, epidermal cell differentiation IGI, DNA methylation-dependent heterochromatin assembly ISO, regulation of transcription by RNA polymerase II ISO, circadian rhythm IDA, fungiform papilla formation IGI, positive regulation of oligodendrocyte differentiation IGI, negative regulation of intrinsic apoptotic signaling pathway IGI, endoderm development IDA, negative regulation of peptidyl-lysine acetylation ISO, negative regulation of androgen receptor signaling pathway ISO, positive regulation of transcription, DNA-templated ISO, response to amphetamine ISO, negative regulation of transcription, DNA-templated IDA, histone H3 deacetylation IDA, regulation of endopeptidase activity ISO, negative regulation of neuron apoptotic process ISO, positive regulation of cell population proliferation IGI, negative regulation by host of viral transcription ISO, positive regulation of transcription by RNA polymerase II ISO, positive regulation of interleukin-1 production ISO, negative regulation of insulin secretion ISO, hair follicle placode formation IGI, odontogenesis of dentin-containing tooth IGI, response to lipopolysaccharide IEA, neuron differentiation IGI, negative regulation of gene expression ISO, histone deacetylation ISO, response to hyperoxia IEA, negative regulation of transcription by RNA polymerase II IDA, response to drug IEA, histone H4 deacetylation IDA, embryonic digit morphogenesis IGI, circadian regulation of gene expression IDA, eyelid development in camera-type eye IGI","GO:0007492, GO:0043066, GO:0043124, GO:0043524, GO:0060766, GO:2000757, GO:2001243, GO:2000343, GO:0032732, GO:0042531, GO:0031000, GO:2000676, GO:0001975, GO:0071356, GO:0010870, GO:0061029, GO:0061198, GO:0046676, GO:0042493, GO:0043922, GO:0006346, GO:0030182, GO:0007623, GO:0070932, GO:0090090, GO:0021766, GO:0032922, GO:0032496, GO:0034599, GO:0055093, GO:0045892, GO:0052548, GO:0006357, GO:0042733, GO:0048714, GO:0010629, GO:0032760, GO:0006325, GO:0000122, GO:0060789, GO:0070933, GO:0045944, GO:0045893, GO:0016575, GO:0009913, GO:0008284, GO:0006476, GO:0042475, GO:0008285"," Transcription,  S-nitrosylation,  Biological rhythms,  Hydrolase,  Methylation, Acetylation,  Nucleus,  Transcription regulation, Repressor,  Chromatin regulator,  Phosphoprotein,  Reference proteome, Isopeptide bond, Ubl conjugation"
O35144,TERF2_MOUSE,Telomeric repeat-binding factor 2,Mus musculus (Mouse),"male germ cell nucleus IDA, axon cytoplasm IEA, nuclear chromosome, telomeric region IDA, nucleoplasm ISO, nuclear body ISO, chromosome, telomeric region ISS, shelterin complex ISO, nuclear telomere cap complex ISO, nucleus ISO","GO:0070187, GO:0005654, GO:0000783, GO:0016604, GO:1904115, GO:0005634, GO:0000781, GO:0000784, GO:0001673","telomeric DNA binding IDA, protein-containing complex binding IPI, protein C-terminus binding ISO, double-stranded telomeric DNA binding IMP, protein homodimerization activity IPI, enzyme binding ISO, G-rich strand telomeric DNA binding ISO","GO:0042803, GO:0042162, GO:0003691, GO:0098505, GO:0044877, GO:0008022, GO:0019899","in utero embryonic development IMP, regulation of telomere maintenance ISO, protection from non-homologous end joining at telomere IDA, protein localization to chromosome, telomeric region ISO, cell cycle IEA, RNA-dependent DNA biosynthetic process IEA, negative regulation of telomere capping ISO, negative regulation of exonuclease activity ISO, negative regulation of telomere maintenance via recombination IMP, negative regulation of cellular senescence ISO, anterograde axonal transport IMP, negative regulation of telomeric D-loop disassembly ISO, telomeric D-loop disassembly ISO, positive regulation of gene expression ISO, negative regulation of t-circle formation ISO, positive regulation of nitric-oxide synthase activity ISO, negative regulation of telomere maintenance via telomerase ISO, positive regulation of telomere maintenance IDA, regulation of telomere maintenance via telomerase ISO, negative regulation of telomere maintenance ISO, telomere maintenance IMP, negative regulation of gene expression ISO, telomere capping ISO, telomeric loop formation IMP, negative regulation of telomere maintenance via telomere lengthening ISO, negative regulation of beta-galactosidase activity ISO, anterograde axonal transport of messenger ribonucleoprotein complex ISO","GO:0010628, GO:0032206, GO:0007049, GO:1905839, GO:0099087, GO:1904430, GO:0000723, GO:0032208, GO:1905778, GO:0051000, GO:0031627, GO:0008089, GO:1904357, GO:1904354, GO:0031848, GO:0006278, GO:0016233, GO:0032205, GO:2000773, GO:0010629, GO:0032204, GO:0032211, GO:0001701, GO:0061820, GO:0070198, GO:0032210, GO:1903770"," DNA-binding, Methylation,  Nucleus, Alternative splicing,  Isopeptide bond,  Cell cycle,  Phosphoprotein,  Telomere,  Reference proteome,  Chromosome, Ubl conjugation"
O35239,PTN9_MOUSE,Tyrosine-protein phosphatase non-receptor type 9,Mus musculus (Mouse),"neuron projection terminus IDA, cytoplasm ISO","GO:0044306, GO:0005737",protein tyrosine phosphatase activity ISS,GO:0004725,"negative regulation of neuron projection development ISO, protein dephosphorylation IBA, peptidyl-tyrosine dephosphorylation ISO, positive regulation of protein localization to plasma membrane ISO","GO:0010977, GO:0006470, GO:0035335, GO:1903078"," Hydrolase, Acetylation,  Cytoplasm,  Protein phosphatase,  Reference proteome"
O35683,NDUA1_MOUSE,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,Mus musculus (Mouse),"integral component of membrane IEA, mitochondrial respiratory chain complex I ISS, mitochondrial membrane ISO, cytosol ISO, mitochondrion HDA","GO:0005739, GO:0016021, GO:0005829, GO:0005747, GO:0031966",,,"oxidation-reduction process IEA, mitochondrial respiratory chain complex I assembly ISS","GO:0032981, GO:0055114","Transmembrane, 3D-structure,  Mitochondrion,  Respiratory chain, Mitochondrion inner membrane,  Reference proteome,  Transmembrane helix,  Membrane,  Transport,  Electron transport"
O54901,FT,OX-2 membrane glycoprotein,Mus musculus (Mouse),"integral component of membrane IEA, plasma membrane IEA, neuron projection ISO, axon ISO, neuronal cell body ISO, cell body ISO, cell surface IDA","GO:0044297, GO:0043025, GO:0009986, GO:0016021, GO:0043005, GO:0030424, GO:0005886",protein binding involved in heterotypic cell-cell adhesion ISO,GO:0086080,"negative regulation of neuron death ISO, negative regulation of T cell migration ISO, negative regulation of macrophage activation IMP, regulation of neuroinflammatory response ISO, cell-cell adhesion ISO, negative regulation of cell population proliferation IMP, negative regulation of matrix metallopeptidase secretion ISO, positive regulation of protein-glutamine gamma-glutamyltransferase activity ISO, negative regulation of interleukin-6 production ISO, positive regulation of transforming growth factor beta production ISO, negative regulation of NF-kappaB transcription factor activity ISO, negative regulation of macrophage migration ISO, positive regulation of CREB transcription factor activity ISO, regulation of immune response IEA, heterotypic cell-cell adhesion ISO, negative regulation of neuroinflammatory response IMP, positive regulation of arginase activity ISO","GO:0150079, GO:1905522, GO:0008285, GO:0098609, GO:2000405, GO:0150072, GO:0032793, GO:0150074, GO:0034113, GO:0150077, GO:1901215, GO:0043031, GO:1904465, GO:0032088, GO:0071636, GO:0050776, GO:0032715","Transmembrane,  Cell membrane, Glycoprotein,  Disulfide bond, 3D-structure,  Immunoglobulin domain,  Signal,  Reference proteome,  Transmembrane helix,  Membrane,  Direct protein sequencing"
O70157,TOP3A_MOUSE,DNA topoisomerase 3-alpha,Mus musculus (Mouse),"chromosome IEA, nucleus IBA, mitochondrial matrix IEA, nucleoplasm TAS, PML body ISO","GO:0005694, GO:0005654, GO:0016605, GO:0005634, GO:0005759","zinc ion binding IEA, DNA topoisomerase type I (single strand cut, ATP-independent) activity ISS, single-stranded DNA binding ISO, DNA topoisomerase activity IBA","GO:0003917, GO:0008270, GO:0003697, GO:0003916","mitochondrial DNA metabolic process ISO, chromosome separation ISS, DNA topological change ISS","GO:0051304, GO:0006265, GO:0032042","Reference proteome,  Metal-binding,  Mitochondrion,  Repeat,  Zinc,  Zinc-finger,  Magnesium, DNA-binding,  Topoisomerase,  Isomerase"
O70497,FT,Ficolin-2,Mus musculus (Mouse),"collagen-containing extracellular matrix IBA, collagen trimer IEA, extracellular space IBA, extrinsic component of external side of plasma membrane ISO","GO:0062023, GO:0005615, GO:0031232, GO:0005581","antigen binding IBA, signaling receptor binding IBA, sialic acid binding IDA, metal ion binding IEA, pattern recognition receptor activity ISO, G protein-coupled receptor binding ISO, carbohydrate derivative binding IDA, carbohydrate binding IEA","GO:0038187, GO:0097367, GO:0005102, GO:0001664, GO:0033691, GO:0003823, GO:0046872, GO:0030246","protein localization to cell surface ISO, G protein-coupled receptor signaling pathway ISO, negative regulation of viral entry into host cell ISO, cell surface pattern recognition receptor signaling pathway ISO, recognition of apoptotic cell ISO, positive regulation of interleukin-8 production ISO, complement activation, lectin pathway IBA","GO:0007186, GO:0046597, GO:0043654, GO:0032757, GO:0001867, GO:0034394, GO:0002752","Reference proteome, Glycoprotein,  Disulfide bond,  Collagen,  Metal-binding,  Repeat,  Secreted,  Signal, Calcium,  Immunity,  Complement activation lectin pathway,  Innate immunity,  Lectin"
O88398,AVIL_MOUSE,Advillin {ECO:0000305},Mus musculus (Mouse),"axon IEA, cytoplasm IBA, cell projection ISS, actin filament ISS, focal adhesion ISS, lamellipodium ISS, neuron projection ISS, actin cytoskeleton IBA","GO:0015629, GO:0042995, GO:0005884, GO:0043005, GO:0005737, GO:0005925, GO:0030027, GO:0030424","actin binding ISS, actin filament binding ISS, phosphatidylinositol-4,5-bisphosphate binding IBA, Arp2/3 complex binding ISS","GO:0003779, GO:0071933, GO:0005546, GO:0051015","regulation of diacylglycerol biosynthetic process ISS, actin filament severing IBA, barbed-end actin filament capping IBA, positive regulation of neuron projection development IDA, cilium assembly ISS, positive regulation of lamellipodium assembly ISS, nervous system development ISO, actin polymerization or depolymerization IBA, actin filament organization ISS","GO:0051014, GO:0060271, GO:0010976, GO:0007399, GO:0008154, GO:0051016, GO:0010592, GO:0007015, GO:1900480"," Cell junction,  Actin-binding, Cytoplasm,  Repeat,  Phosphoprotein,  Cytoskeleton,  Reference proteome,  Calcium, Actin capping,  Cell projection"
O88455,DHCR7_MOUSE,7-dehydrocholesterol reductase,Mus musculus (Mouse),"endoplasmic reticulum ISO, intracellular membrane-bounded organelle ISO, nuclear outer membrane ISO, integral component of endoplasmic reticulum membrane IBA, cytosol ISO","GO:0030176, GO:0005783, GO:0043231, GO:0005640, GO:0005829","7-dehydrocholesterol reductase activity IDA, sterol delta7 reductase activity IBA, oxidoreductase activity, acting on the CH-CH group of donors IBA, NADP binding ISS","GO:0016627, GO:0009918, GO:0050661, GO:0047598","lung development IMP, multicellular organism growth IMP, blood vessel development IMP, sterol biosynthetic process IMP, brassinosteroid biosynthetic process IBA, regulation of cell population proliferation IMP, regulation of cholesterol biosynthetic process ISO, post-embryonic development IMP, cholesterol biosynthetic process ISO, cell differentiation IMP","GO:0042127, GO:0001568, GO:0016132, GO:0045540, GO:0016126, GO:0009791, GO:0035264, GO:0030324, GO:0030154, GO:0006695"," Endoplasmic reticulum, Phosphoprotein,  NADP,  Sterol biosynthesis,  Oxidoreductase,  Steroid biosynthesis, Steroid metabolism,  Transmembrane,  Cholesterol metabolism, Cholesterol biosynthesis,  Lipid metabolism,  Reference proteome, Lipid biosynthesis, Transmembrane helix,  Membrane,  Sterol metabolism"
O88851,RBBP9_MOUSE,Putative hydrolase RBBP9 {ECO:0000250|UniProtKB:O75884},Mus musculus (Mouse),nucleoplasm ISO,GO:0005654,hydrolase activity IEA,GO:0016787,regulation of cell population proliferation ISO,GO:0042127," Reference proteome, Direct protein sequencing,  Hydrolase"
O88967,YMEL1_MOUSE,ATP-dependent zinc metalloprotease YME1L1,Mus musculus (Mouse),"integral component of membrane IEA, nuclear body ISO, mitochondrion HDA, mitochondrial inner membrane ISS","GO:0016604, GO:0005743, GO:0016021, GO:0005739","ATP-dependent peptidase activity IMP, ATP binding IEA, metalloendopeptidase activity IEA, metal ion binding IEA","GO:0004222, GO:0005524, GO:0004176, GO:0046872","cell population proliferation ISS, mitochondrion organization ISS, negative regulation of apoptotic process ISS, proteolysis IBA, protein hexamerization ISO, protein quality control for misfolded or incompletely synthesized proteins ISS, mitochondrial protein catabolic process ISO, mitochondrial protein processing IMP","GO:0034214, GO:0007005, GO:0008283, GO:0043066, GO:0006515, GO:0035694, GO:0006508, GO:0034982","Reference proteome,  Hydrolase,  Metal-binding,  Zinc, ATP-binding,  Transmembrane,  Metalloprotease, Mitochondrion,  Nucleotide-binding,  Mitochondrion inner membrane,  Transmembrane helix,  Protease,  Membrane"
P01632,FT,Ig kappa chain V-I region S107A,Mus musculus (Mouse),"immunoglobulin complex IEA, extracellular space IBA","GO:0005615, GO:0019814",,,"immune response IBA, immunoglobulin production IBA, adaptive immune response IEA","GO:0002377, GO:0002250, GO:0006955","Reference proteome,  Disulfide bond, Adaptive immunity,  Immunoglobulin,  Immunity"
